Input voltage [V]    Input voltage [V]     Output Voltage [V]    Maximum error [V]   Maximum error [V]   Maximum error [V]
  Wavetek 9100        Agilent 34410A         Agilent 3458A         Wavetek 9100       Agilent 34410A      Agilent 3458A 
168.22500000        168.22283300             1.045183e+00          1.033125e-01       3.259337e-01        2.731628e-04
168.25000000        168.24732100             1.045383e+00          1.033250e-01       3.259484e-01        2.731768e-04
168.27500000        168.27290100             1.045504e+00          1.033375e-01       3.259637e-01        2.731853e-04
168.30000000        168.29758200             1.045645e+00          1.033500e-01       3.259785e-01        2.731951e-04
168.32500000        168.32490600             1.045833e+00          1.033625e-01       3.259949e-01        2.732083e-04
168.35000000        168.34986200             1.045972e+00          1.033750e-01       3.260099e-01        2.732180e-04
168.37500000        168.37358800             1.046133e+00          1.033875e-01       3.260242e-01        2.732293e-04
168.40000000        168.40052100             1.046303e+00          1.034000e-01       3.260403e-01        2.732412e-04
168.42500000        168.42626200             1.046450e+00          1.034125e-01       3.260558e-01        2.732515e-04
168.45000000        168.45120000             1.046610e+00          1.034250e-01       3.260707e-01        2.732627e-04
168.47500000        168.47588900             1.046766e+00          1.034375e-01       3.260855e-01        2.732736e-04
168.50000000        168.50118300             1.046913e+00          1.034500e-01       3.261007e-01        2.732839e-04
168.52500000        168.52660900             1.047052e+00          1.034625e-01       3.261160e-01        2.732936e-04
168.55000000        168.55125800             1.047220e+00          1.034750e-01       3.261308e-01        2.733054e-04
168.57500000        168.57548400             1.047383e+00          1.034875e-01       3.261453e-01        2.733168e-04
168.60000000        168.59958900             1.047554e+00          1.035000e-01       3.261598e-01        2.733288e-04
168.62500000        168.62491100             1.047682e+00          1.035125e-01       3.261749e-01        2.733378e-04
168.65000000        168.64991900             1.047854e+00          1.035250e-01       3.261900e-01        2.733498e-04
168.67500000        168.67532800             1.047997e+00          1.035375e-01       3.262052e-01        2.733598e-04
168.70000000        168.70056300             1.048157e+00          1.035500e-01       3.262203e-01        2.733710e-04
168.72500000        168.72565900             1.048294e+00          1.035625e-01       3.262354e-01        2.733806e-04
168.75000000        168.75024800             1.048479e+00          1.035750e-01       3.262501e-01        2.733936e-04
168.77500000        168.77557200             1.048614e+00          1.035875e-01       3.262653e-01        2.734030e-04
168.80000000        168.80094500             1.048772e+00          1.036000e-01       3.262806e-01        2.734141e-04
168.82500000        168.82481300             1.048923e+00          1.036125e-01       3.262949e-01        2.734246e-04
168.85000000        168.85077600             1.049080e+00          1.036250e-01       3.263105e-01        2.734356e-04
168.87500000        168.87642200             1.049203e+00          1.036375e-01       3.263259e-01        2.734442e-04
168.90000000        168.90083000             1.049385e+00          1.036500e-01       3.263405e-01        2.734570e-04
168.92500000        168.92604400             1.049545e+00          1.036625e-01       3.263556e-01        2.734682e-04
168.95000000        168.95131400             1.049722e+00          1.036750e-01       3.263708e-01        2.734805e-04
168.97500000        168.97706200             1.049879e+00          1.036875e-01       3.263862e-01        2.734916e-04
169.00000000        169.00250400             1.050012e+00          1.037000e-01       3.264015e-01        2.735008e-04
169.02500000        169.02897200             1.050204e+00          1.037125e-01       3.264174e-01        2.735143e-04
169.05000000        169.05346100             1.050355e+00          1.037250e-01       3.264321e-01        2.735248e-04
169.07500000        169.07870100             1.050486e+00          1.037375e-01       3.264472e-01        2.735340e-04
169.10000000        169.09879400             1.050657e+00          1.037500e-01       3.264593e-01        2.735460e-04
169.12500000        169.12408900             1.050781e+00          1.037625e-01       3.264745e-01        2.735547e-04
169.15000000        169.14963300             1.050915e+00          1.037750e-01       3.264898e-01        2.735641e-04
169.17500000        169.17534400             1.051064e+00          1.037875e-01       3.265052e-01        2.735744e-04
169.20000000        169.19940800             1.051254e+00          1.038000e-01       3.265196e-01        2.735878e-04
169.22500000        169.22470100             1.051416e+00          1.038125e-01       3.265348e-01        2.735991e-04
169.25000000        169.24888600             1.051569e+00          1.038250e-01       3.265493e-01        2.736098e-04
169.27500000        169.27373400             1.051700e+00          1.038375e-01       3.265642e-01        2.736190e-04
169.30000000        169.29921500             1.051893e+00          1.038500e-01       3.265795e-01        2.736325e-04
169.32500000        169.32484300             1.052040e+00          1.038625e-01       3.265949e-01        2.736428e-04
169.35000000        169.35136800             1.052198e+00          1.038750e-01       3.266108e-01        2.736539e-04
169.37500000        169.37632600             1.052358e+00          1.038875e-01       3.266258e-01        2.736651e-04
169.40000000        169.40173800             1.052530e+00          1.039000e-01       3.266410e-01        2.736771e-04
169.42500000        169.42618600             1.052679e+00          1.039125e-01       3.266557e-01        2.736875e-04
169.45000000        169.44842500             1.052796e+00          1.039250e-01       3.266691e-01        2.736957e-04
169.47500000        169.47273400             1.052948e+00          1.039375e-01       3.266836e-01        2.737064e-04
169.50000000        169.49854800             1.053085e+00          1.039500e-01       3.266991e-01        2.737159e-04
169.52500000        169.52576700             1.053239e+00          1.039625e-01       3.267155e-01        2.737267e-04
169.55000000        169.55163100             1.053440e+00          1.039750e-01       3.267310e-01        2.737408e-04
169.57500000        169.57618200             1.053607e+00          1.039875e-01       3.267457e-01        2.737525e-04
169.60000000        169.60143200             1.053747e+00          1.040000e-01       3.267609e-01        2.737623e-04
169.62500000        169.62663100             1.053917e+00          1.040125e-01       3.267760e-01        2.737742e-04
169.65000000        169.65006600             1.054066e+00          1.040250e-01       3.267900e-01        2.737846e-04
169.67500000        169.67472700             1.054214e+00          1.040375e-01       3.268048e-01        2.737950e-04
169.70000000        169.70087900             1.054357e+00          1.040500e-01       3.268205e-01        2.738050e-04
169.72500000        169.72667300             1.054529e+00          1.040625e-01       3.268360e-01        2.738170e-04
169.75000000        169.75161000             1.054675e+00          1.040750e-01       3.268510e-01        2.738272e-04
169.77500000        169.77623700             1.054833e+00          1.040875e-01       3.268657e-01        2.738383e-04
169.80000000        169.79944400             1.054966e+00          1.041000e-01       3.268797e-01        2.738476e-04
